chanel,time,question,answer,intent,confidence
,2020-08-13 21:18:43.690238,mua,,error_when_using_app,0.34597310423851013
,2020-08-13 21:18:43.693478,,"Nếu như bạn gặp vấn đề trong sử dụng Ứng dụng hoặc ứng dụng thiếu chức năng, bạn có thể đang sử dụng phiên bản cũ không hỗ trợ thiết bị điện thoại của bạn. Vui lòng gỡ cài đặt Ứng dụng phiên bản cũ và tải xuống phiên bản mới nhất trên kho Ứng dụng. ",,
,2020-08-13 21:18:54.385708,ok,,affirm,0.6397014260292053
,2020-08-13 21:18:54.389098,,Bạn có thắc mắc hay cần giúp đỡ gì nữa không ạ,,
,2020-08-13 21:19:01.029104,có,,affirm,0.996574878692627
,2020-08-13 21:19:01.032540,,Bạn có thắc mắc hay cần giúp đỡ gì nữa không ạ,,
Tester,2020-08-13 21:25:36.576424,,,,
,2020-08-13 21:25:36.587052,Hey rasa,,greet,0.9665244817733765
,2020-08-13 21:25:36.589744,,"Chào bạn, tên mình là MeeyBot. Bạn cần mình giúp gì không?",,
,2020-08-13 21:25:44.353870,Có,,affirm,0.996574878692627
,2020-08-13 21:25:44.356634,,Vâng ạ,,
,2020-08-13 21:25:54.100471,Bạn giúp được gì,,ask_whatspossible,0.9987948536872864
,2020-08-13 21:25:54.103396,,"Mình là MeeyBot của MeeyLand, hỗ trợ khách hàng các câu hỏi về tính năng, định hướng của MeeyLand, về các vấn đề khi đăng ký tài khoản, đăng tin trên MeeyLand, nạp tiền, mua các gói VIP,... ",,
,2020-08-13 21:26:10.676776,Bạn có bồ chưa,,out_of_scope,0.8653644919395447
,2020-08-13 21:26:10.679852,,"Xin lỗi, việc này ngoài phạm vi của MeeyBot",,
,2020-08-13 21:26:24.517564,Bạn ăn tối chưa,,chitchat,0.9064479470252991
,2020-08-13 21:26:24.521808,,"Xin lỗi, việc này ngoài phạm vi của MeeyBot",,
,2020-08-13 21:26:47.869200,Bạn đến từ đâu,,chitchat,0.9999939203262329
,2020-08-13 21:26:47.873738,,Những kỹ sư AI thông minh của Meey Land tạo ra mình ạ!,,
,2020-08-13 21:27:07.209096,Ồ. Bạn mấy tuổi rồi,,chitchat,0.9999725818634033
,2020-08-13 21:27:07.212471,,Hiện tại mình quên mất mình mấy tuổi rồi ấy ạ!,,
,2020-08-13 21:27:35.816746,Bạn biết anh Chung không,,chitchat,0.9997410178184509
,2020-08-13 21:27:35.821551,,"Xin lỗi, việc này ngoài phạm vi của MeeyBot",,
,2020-08-13 21:27:57.908730,Anh Hoàng Mai Chung ấy,,chitchat,0.9688208699226379
,2020-08-13 21:27:57.912357,,"Xin lỗi, việc này ngoài phạm vi của MeeyBot",,
,2020-08-13 21:28:18.050403,Meeyland là gì,,faq,0.8766356110572815
,2020-08-13 21:28:18.054031,,"Hệ sinh thái bất động sản Meey Land là thủ lĩnh dẫn đầu áp dụng CMCN 4.0 vào lĩnh vực Bất động sản tại Việt Nam, như trí tuệ nhân tạo (AI), công nghệ blockchain, dữ liệu lớn Bigdata, cung cấp sản phẩm công nghệ kết nối giao dịch bất động sản giữa những người có nhu cầu về bất động sản và người chủ sở hữu bất động sản.
 • Website không chỉ đăng tải các thông tin mua bán Bất động sản mà còn cập nhật nhanh diễn biến thông tin, phân tích, nhận định, định hướng thị trường Bất động sản, kiến thức mua bán nhà đất, danh sách các phòng công chứng…
 • Công cụ tìm kiếm Bất động sản trên bản đồ là một trong các tính năng ưu việt và thuận tiện cho khách hàng của Meey Land.
Đầu tư vào MeeyLand là một lựa chọn tuyệt vời của các nhà đầu tư thông minh!",,
,2020-08-13 21:28:42.521892,Đầu tư vào meey land như nào,,faq,0.9871787428855896
,2020-08-13 21:28:42.525713,,"Hệ sinh thái bất động sản Meey Land là thủ lĩnh dẫn đầu áp dụng CMCN 4.0 vào lĩnh vực Bất động sản tại Việt Nam, như trí tuệ nhân tạo (AI), công nghệ blockchain, dữ liệu lớn Bigdata, cung cấp sản phẩm công nghệ kết nối giao dịch bất động sản giữa những người có nhu cầu về bất động sản và người chủ sở hữu bất động sản.
 • Website không chỉ đăng tải các thông tin mua bán Bất động sản mà còn cập nhật nhanh diễn biến thông tin, phân tích, nhận định, định hướng thị trường Bất động sản, kiến thức mua bán nhà đất, danh sách các phòng công chứng…
 • Công cụ tìm kiếm Bất động sản trên bản đồ là một trong các tính năng ưu việt và thuận tiện cho khách hàng của Meey Land.
Đầu tư vào MeeyLand là một lựa chọn tuyệt vời của các nhà đầu tư thông minh!",,
,2020-08-13 21:29:11.083929,Đầu tư vào meeyland cần bao nhiêu tiền,,faq,0.9813847541809082
,2020-08-13 21:29:11.088225,,"Xin lỗi, việc này ngoài phạm vi của MeeyBot",,
,2020-08-13 21:29:41.100465,Đăng tin trên web meeyland như nào,,faq,0.9634698033332825
,2020-08-13 21:29:41.104389,,"Hiện tại, Website chính thức của Meeyland là [https://meeyland.com](link) đăng tải thông tin mua bán Bất động sản, cập nhật nhanh diễn biến thông tin, phân tích, nhận định, định hướng thị trường Bất động sản, kiến thức mua bán nhà đất, danh sách các phòng công chứng…",,
,2020-08-13 21:30:07.906030,Bạn hướng dẫn mình đăng tin được không,,how_login,0.3105888068675995
,2020-08-13 21:30:07.910963,,"Để đăng nhập vào tài khoản meeyland.com, bạn click vào [đây](https://meeyid.com/login), điền thông tin đăng nhập tên tài khoản và mật khẩu, sau đó click vào 'Đăng nhập'.",,
,2020-08-13 21:31:12.283598,Định hướng kinh doanh của meeyland là gì,,faq,0.9999315738677979
,2020-08-13 21:31:12.287815,,"Meey Land định hướng sẽ là một tập đoàn phát triển toàn cầu theo mô hình nhân bản và nhượng quyền thương hiệu. Bằng việc dẫn đầu thị trường và tạo ra sự khác biệt trong việc ứng dụng công nghệ vào lĩnh vực Bất động sản, Meey Land sẽ trở thành thủ lĩnh dẫn đầu trong lĩnh vực này trong thời gian rất ngắn.",,
,2020-08-13 21:32:31.131029,mình có một căn nhà cần cho thuê ngay trong ngày bạn tự vấn giúp mình,,chitchat,0.38533905148506165
,2020-08-13 21:32:31.135592,,Hiện tại mình quên mất mình mấy tuổi rồi ấy ạ!,,
,2020-08-13 21:33:03.097694,mình muốn đăng tin bán nhà bạn hướng dẫn cho mình với,,how_create_new_post,0.9974142909049988
,2020-08-13 21:33:03.102305,,"Bạn thực hiện theo các bước sau để đăng tin trên Meeyland:
Bước 1: Lựa chọn mục đích đăng bài:
• [Mua/ Bán Nhà Đất](https://meeyland.com/articles/new?category=mua-ban-nha-dat)
• [Thuê/ Cho Thuê Nhà Đất](https://meeyland.com/articles/new?category=cho-thue-nha-dat)
• [Sang Nhượng](https://meeyland.com/articles/new?category=sang-nhuong-nha-dat)
Bước 2: Nhập thông tin Bất động sản
Bước 3: Lựa chọn gói tin đăng ([Bảng giá gói tin](https://meeyland.com/page/bao-gia))
Bước 4: Chọn đẩy tin tự động hoặc không ([Bảng giá đẩy tin](https://meeyland.com/page/bao-gia))
Bước 5: Thanh toán nếu chọn gói tin VIP hoặc đẩy tin tự động.
Bước 6: Bạn có thể lưu nháp, xem trước bài đăng hoặc hoàn tất quá trình đăng bài.
",,
,2020-08-13 21:36:39.371336,Giá đăng tin,,fee_of_vip_post,0.9989339113235474
,2020-08-13 21:37:03.343336,Báo giá dịch vụ đăng tin giúp mình,,fee_of_vip_post,0.9530680775642395
,2020-08-13 21:37:13.935320,Alo,,greet,0.9998998641967773
,2020-08-13 21:37:13.941133,,"Chào bạn, tên mình là MeeyBot. Bạn cần mình giúp gì không?",,
,2020-08-13 21:37:37.600526,Báo giá dịch vụ đăng tin giúp mình,,fee_of_vip_post,0.9530680775642395
,2020-08-13 21:38:11.778939,Đăng tin meeyland giá như nào bạn,,fee_of_vip_post,0.8184177875518799
,2020-08-13 21:38:32.808917,Sao không trả lời mình?,,canthelp,0.6108419895172119
,2020-08-13 21:38:32.814527,,Xin lỗi vì không thể giúp bạn.,,
,2020-08-13 21:38:40.030365,Bạn chảnh vậy,,chitchat,0.8846327066421509
,2020-08-13 21:38:40.036882,,"Xin lỗi, việc này ngoài phạm vi của MeeyBot",,
,2020-08-13 21:39:24.011597,Chủ của bạn là ai,,faq,0.9999875426292419
,2020-08-13 21:39:24.016917,,"CEO/Founder Hoàng Mai Chung – Chuyên gia Bất động sản với 20 năm kinh nghiệm quản lí và điều hành doanh nghiệp, và rất nhiều năm kinh nghiệm trong lĩnh vực bất động sản, công nghệ thông tin, đã từng đạt được nhiều giải thưởng cúp vàng cho doanh nghiệp.",,
,2020-08-13 21:39:57.509669,Chủ bạn khỏe không,,faq,0.9961000084877014
,2020-08-13 21:39:57.515146,,"Có nóng trong người một chút, còn lại thì tốt cả ạ!",,
,2020-08-13 21:40:23.994093,Nóng trong người là sốt rồi,,chitchat,0.9994305968284607
,2020-08-13 21:40:23.999689,,"Xin lỗi, việc này ngoài phạm vi của MeeyBot",,
,2020-08-13 21:40:43.028369,Bạn là nam hay nữ,,chitchat,0.9999948143959045
,2020-08-13 21:40:43.034393,,Xin phép giữ giới tính bí mật nha!,,
,2020-08-13 21:40:54.170416,Nói đi,,request_explain_more,0.8026527166366577
,2020-08-13 21:40:54.176508,,"Xin lỗi, bot chỉ hỗ trợ bạn được như vậy thôi ạ!",,
,2020-08-13 21:40:54.182307,,"Vui lòng liên hệ với bộ phận Chăm sóc khách hàng để được hỗ trợ nâng cao ạ: 
• Gọi đến tổng đài theo số hotline 08.69.09.29.29 
• Gửi mail yêu cầu hỗ trợ tới địa chỉ “contact@meeyland.com” 
• Chat với 'Chăm sóc khách hàng'",,
,2020-08-13 21:41:26.351593,Bạn xinh hay xấu,,out_of_scope,0.8499738574028015
,2020-08-13 21:41:26.359308,,"Xin lỗi, việc này ngoài phạm vi của MeeyBot",,
,2020-08-13 21:41:43.582721,Việc gì trong phạm vi đây,,ask_whatspossible,0.759661853313446
,2020-08-13 21:41:43.590087,,"Mình là MeeyBot của MeeyLand, hỗ trợ khách hàng các câu hỏi về tính năng, định hướng của MeeyLand, về các vấn đề khi đăng ký tài khoản, đăng tin trên MeeyLand, nạp tiền, mua các gói VIP,... ",,
,2020-08-13 21:42:10.977943,Đăng tin trên meeyland,,how_create_new_post,0.9984605312347412
,2020-08-13 21:42:10.984187,,"Bạn thực hiện theo các bước sau để đăng tin trên Meeyland:
Bước 1: Lựa chọn mục đích đăng bài:
• [Mua/ Bán Nhà Đất](https://meeyland.com/articles/new?category=mua-ban-nha-dat)
• [Thuê/ Cho Thuê Nhà Đất](https://meeyland.com/articles/new?category=cho-thue-nha-dat)
• [Sang Nhượng](https://meeyland.com/articles/new?category=sang-nhuong-nha-dat)
Bước 2: Nhập thông tin Bất động sản
Bước 3: Lựa chọn gói tin đăng ([Bảng giá gói tin](https://meeyland.com/page/bao-gia))
Bước 4: Chọn đẩy tin tự động hoặc không ([Bảng giá đẩy tin](https://meeyland.com/page/bao-gia))
Bước 5: Thanh toán nếu chọn gói tin VIP hoặc đẩy tin tự động.
Bước 6: Bạn có thể lưu nháp, xem trước bài đăng hoặc hoàn tất quá trình đăng bài.
",,
,2020-08-13 21:42:24.924571,Nạp tiền meeyland,,how_transfer_money_to_account,0.9917865991592407
,2020-08-13 21:42:24.931116,,"Tại meeyland.com, bạn có thể nạp tiền vào tài khoản hoặc thanh toán gói tin VIP bằng hình thức như sau:
• Nạp tiền qua VNPAY;
• Nạp tiền vào tài khoản qua Internet Banking và chuyển khoản tới số tài khoản đại diện của Công ty cổ phần tập đoàn Meey Land;
• Thanh toán tại văn phòng
Chi tiết xem tại đây: ….. (chèn link điều hướng sang video/file hướng dẫn nạp tiền)
",,
,2020-08-13 21:43:06.490009,Mình muốn mua gói vip,,fee_of_vip_post,0.999355673789978
,2020-08-13 21:43:19.787868,Mua các gói vip,,fee_of_vip_post,0.9891456961631775
,2020-08-13 21:50:54.349686,Hi,,greet,0.9989908337593079
,2020-08-13 21:50:54.356559,,"Xin chào, mình là MeeyBot. Mình có thể giúp gì cho bạn ạ?",,
,2020-08-13 21:51:05.906153,Mình đói quá,,out_of_scope,0.9989296793937683
,2020-08-13 21:51:05.913436,,"Xin lỗi, việc này ngoài phạm vi của MeeyBot",,
,2020-08-13 21:51:23.952216,Gần đây có quán ăn nào ngon không,,chitchat,0.9999996423721313
,2020-08-13 21:51:23.960230,,"Mình xin lỗi, không thể giới thiệu địa điểm nào cho bạn được. Mình toàn tự nấu thôi ạ!",,
,2020-08-13 21:52:15.098444,"Không cho xin lỗi, bạn phải giới thiệu cho mình",,ask_whatspossible,0.4782867133617401
,2020-08-13 21:52:15.105407,,"Mình là MeeyBot của MeeyLand, hỗ trợ khách hàng các câu hỏi về tính năng, định hướng của MeeyLand, về các vấn đề khi đăng ký tài khoản, đăng tin trên MeeyLand, nạp tiền, mua các gói VIP,... ",,
,2020-08-13 21:52:36.210420,Mình hỏi quán ăn gần đây mà,,chitchat,0.995861291885376
,2020-08-13 21:52:36.217332,,"Mình xin lỗi, không thể giới thiệu địa điểm nào cho bạn được. Mình toàn tự nấu thôi ạ!",,
,2020-08-13 21:52:57.328769,Thế bạn mua thực phẩm ở đâu,,how_transfer_money_to_account,0.8704251646995544
,2020-08-13 21:52:57.335884,,"Tại meeyland.com, bạn có thể nạp tiền vào tài khoản hoặc thanh toán gói tin VIP bằng hình thức như sau:
• Nạp tiền qua VNPAY;
• Nạp tiền vào tài khoản qua Internet Banking và chuyển khoản tới số tài khoản đại diện của Công ty cổ phần tập đoàn Meey Land;
• Thanh toán tại văn phòng
Chi tiết xem tại đây: ….. (chèn link điều hướng sang video/file hướng dẫn nạp tiền)
",,
Tester,2020-08-13 21:40:04.154183,,,,
,2020-08-13 21:40:04.165055,Thấu,,out_of_scope,0.4941939115524292
,2020-08-13 21:40:04.168195,,"Xin lỗi, việc này ngoài phạm vi của MeeyBot",,
,2020-08-13 21:40:29.035869,Thấy giới thiệu bạn Thông minh lắm,,forgot_password,0.4809078872203827
,2020-08-13 21:40:29.038725,,Xin lỗi mình không hiểu ý bạn ạ.,,
,2020-08-13 21:40:51.797405,Khen bạn thông minh đấy? Hiểu không,,chitchat,0.9499062299728394
,2020-08-13 21:40:51.800300,,"Xin lỗi, việc này ngoài phạm vi của MeeyBot",,
,2020-08-13 21:41:14.620890,Gớm khen mà không nhận à,,canthelp,0.44678258895874023
,2020-08-13 21:41:14.624095,,Xin lỗi vì không thể giúp bạn.,,
,2020-08-13 21:41:50.371815,Ngáo thế! Thế giờ thì hỏi gì đây,,chitchat,0.954077959060669
,2020-08-13 21:41:50.374917,,"Xin lỗi, việc này ngoài phạm vi của MeeyBot",,
,2020-08-13 21:42:46.326701,"Đọc quảng cáo tưởng thông minh này nọ, nói mãi chả hiểu",,required_personal_info,0.4430784285068512
,2020-08-13 21:42:46.330087,,Xin lỗi mình không hiểu ý bạn ạ.,,
,2020-08-13 21:43:21.731615,Thế bạn là cái quái gì đây,,chitchat,0.9998607635498047
,2020-08-13 21:43:21.735622,,Mình là MeeyBot :),,
,2020-08-13 21:43:49.164816,Nhiệm vụ của bạn là gì,,ask_whatspossible,0.9997652173042297
,2020-08-13 21:43:49.168363,,"Mình là MeeyBot của MeeyLand, hỗ trợ khách hàng các câu hỏi về tính năng, định hướng của MeeyLand, về các vấn đề khi đăng ký tài khoản, đăng tin trên MeeyLand, nạp tiền, mua các gói VIP,... ",,
,2020-08-13 21:44:31.736913,Giờ đăng tin kiểu gì đây,,how_create_new_post,0.43536612391471863
,2020-08-13 21:44:31.740617,,"Bạn thực hiện theo các bước sau để đăng tin trên Meeyland:
Bước 1: Lựa chọn mục đích đăng bài:
• [Mua/ Bán Nhà Đất](https://meeyland.com/articles/new?category=mua-ban-nha-dat)
• [Thuê/ Cho Thuê Nhà Đất](https://meeyland.com/articles/new?category=cho-thue-nha-dat)
• [Sang Nhượng](https://meeyland.com/articles/new?category=sang-nhuong-nha-dat)
Bước 2: Nhập thông tin Bất động sản
Bước 3: Lựa chọn gói tin đăng ([Bảng giá gói tin](https://meeyland.com/page/bao-gia))
Bước 4: Chọn đẩy tin tự động hoặc không ([Bảng giá đẩy tin](https://meeyland.com/page/bao-gia))
Bước 5: Thanh toán nếu chọn gói tin VIP hoặc đẩy tin tự động.
Bước 6: Bạn có thể lưu nháp, xem trước bài đăng hoặc hoàn tất quá trình đăng bài.
",,
